,ID,Task,Client,Area,Country,Contact,Assignee,Completion,Start date,Deadline,Budget,Transaction type,Account,Version,Available
,131,Task #132,Koch - McDermott,Usability,Saint Barthelemy,Ella.Kshlerin73@example.com,Kristen Strosin, 3%,03.05.2022,04.08.2022,"8 502,56 €",withdrawal,LV39PKNQ982582K9U0I39,5.4.4,
,132,Task #133,Little Inc,Usability,Bahamas,Boris77@example.org,Stella Gorczany, 91%,07.06.2022,21.06.2022,"4 429,04 €",deposit,SE6330200803009966000065,4.5.6,
,133,Task #134,Walker Inc,Group,Palestinian Territory,Bertha78@example.com,Constance Frami, 11%,13.04.2022,02.08.2022,"10 584,97 €",payment,DE94005470080020920049,9.1.6,
,134,Task #135,"Fisher, Douglas and Satterfield",Group,Gambia,Mercedes_Purdy@example.net,Clayton Quitzon, 68%,27.05.2022,10.09.2022,"6 656,43 €",deposit,MK5900197B0462X9855,8.9.7,
,135,Task #136,Hegmann LLC,Mobility,Turks and Caicos Islands,Faye64@example.com,Ebony Dietrich, 22%,13.03.2022,15.09.2022,"3 024,08 €",deposit,DO85ZYDR00900656060720040069,1.0.7,
,136,Task #137,Kris and Sons,Implementation,Djibouti,Lavonne.Medhurst15@example.org,Sharon Dibbert DDS, 97%,04.03.2022,12.09.2022,"7 838,04 €",invoice,KZ760674064MR114H11O,4.9.5,
,137,Task #138,"Medhurst, Harvey and Gerlach",Solutions,Morocco,Dortha.Haag40@example.net,Brandi White, 72%,16.05.2022,01.10.2022,"10 674,86 €",payment,VG0721943468972946200034,9.5.9,
,138,Task #139,"Langosh, Bashirian and Graham",Intranet,Moldova,Robyn_Jaskolski@example.net,Toni Nienow, 100%,08.06.2022,22.08.2022,"9 766,62 €",deposit,MT86VYBO780203G562R5245887144C5,2.6.2,
,139,Task #140,Kuvalis and Sons,Division,Ecuador,Gust28@example.org,Mr. Boyd Walter, 74%,06.04.2022,05.07.2022,"3 380,30 €",deposit,AZ91EUZD59649557027009880405,8.7.7,
,140,Task #141,"Keebler, Altenwerth and Dickens",Operations,Namibia,Nellie.Hane67@example.com,Helen Ortiz, 26%,15.03.2022,09.08.2022,"3 098,04 €",withdrawal,ES8614093817071640300613,8.5.8,
,141,Task #142,Lockman - Howell,Interactions,Bosnia and Herzegovina,Mauricio_Bechtelar@example.net,Herbert Hudson, 47%,24.05.2022,16.09.2022,"7 730,26 €",deposit,PK30GEVV0008403150181068,3.8.4,
,142,Task #143,Abshire - Moore,Factors,Chile,Philip5@example.org,Jerry Anderson, 86%,05.04.2022,10.07.2022,"2 387,27 €",deposit,MC69036006001941O9856267959,9.0.5,
,143,Task #144,"Beer, Watsica and Conn",Marketing,Saint Kitts and Nevis,Adaline.Skiles45@example.org,Delbert Leffler, 85%,08.04.2022,20.09.2022,"4 115,23 €",invoice,HU19901002383662356914206600,0.7.2,
,144,Task #145,Feeney - Barrows,Program,Uzbekistan,Andreane.McGlynn@example.net,Lance Hintz, 26%,12.04.2022,29.09.2022,"8 649,87 €",deposit,BG89XRXX20877502Q06P6R,3.9.4,
,145,Task #146,"Marks, Gibson and Koss",Paradigm,Saint Vincent and the Grenadines,Elsa94@example.com,Lowell Beatty, 57%,13.04.2022,31.07.2022,"4 309,84 €",withdrawal,ME39569099800795009672,6.5.5,
,146,Task #147,"Osinski, Paucek and Breitenberg",Communications,Trinidad and Tobago,Percival59@example.net,Jacqueline Hessel, 69%,27.02.2022,05.10.2022,"10 871,54 €",invoice,NO4706853100992,7.2.9,
,147,Task #148,Ferry - MacGyver,Accountability,Guyana,Ardith90@example.org,Alfredo Mante, 34%,09.03.2022,11.09.2022,"8 512,18 €",withdrawal,MU57ENXP7009008003010070082AKQ,8.8.2,
,148,Task #149,Murphy and Sons,Metrics,Kiribati,Asia.Lockman@example.net,Brandon Johnson, 85%,19.05.2022,02.08.2022,"2 179,86 €",payment,MC8800731308563307801895510,5.8.8,
,149,Task #150,Kulas - Weber,Accountability,French Southern Territories,Gideon.Kirlin@example.com,Lester Mitchell, 1%,05.06.2022,06.07.2022,"8 439,04 €",invoice,PK69MNSD9002273003610206,8.3.2,
,150,Task #151,"Lockman, Homenick and Schneider",Data,France,Nicholas.Bruen90@example.net,Ms. Josefina Hansen, 65%,11.03.2022,15.09.2022,"4 520,50 €",deposit,BA570494899001780718,4.7.0,
,151,Task #152,"Koepp, Crona and Fahey",Configuration,Russian Federation,Marlin.Jenkins98@example.org,Ruth Conroy, 63%,08.05.2022,06.08.2022,"10 517,43 €",withdrawal,TL646986903060020960416,1.6.7,
,152,Task #153,Stehr - Hartmann,Configuration,San Marino,Jamar_Jones@example.com,Melody Greenfelder V, 16%,26.05.2022,24.07.2022,"7 788,36 €",invoice,CH5007873T713T518139I,7.6.9,
,153,Task #154,"Sanford, Jacobs and Little",Brand,Malta,Haleigh49@example.com,Melinda Lemke, 74%,26.05.2022,25.06.2022,"3 566,36 €",payment,FO1374693149401079,3.3.1,
,154,Task #155,"Kshlerin, Kutch and Jerde",Paradigm,Nauru,Devan0@example.org,Crystal Gerlach, 53%,03.04.2022,23.09.2022,"6 346,98 €",payment,MD6564D85A18324792U83D13,4.3.0,
,155,Task #156,Ullrich - Kunde,Program,Lao People's Democratic Republic,Savanna30@example.net,Viola Jacobi, 97%,15.05.2022,08.07.2022,"9 382,24 €",deposit,LT740905208377120367,8.8.5,
,156,Task #157,Marks - Pfannerstill,Branding,Switzerland,Eden.Mosciski@example.org,Meghan Turcotte, 16%,19.03.2022,06.07.2022,"3 519,14 €",withdrawal,BE37681990007167,3.1.3,
,157,Task #158,McDermott Inc,Web,Israel,Edyth85@example.com,Lewis O'Keefe, 27%,20.03.2022,04.07.2022,"4 990,83 €",deposit,CR52941667266707008058,7.1.3,
,158,Task #159,Brown - Murray,Intranet,Monaco,Geovanni_Borer31@example.org,Johanna Thompson, 81%,26.05.2022,25.08.2022,"7 011,83 €",invoice,SK4380057003701510050076,8.7.5,
,159,Task #160,Schmeler Group,Integration,Isle of Man,Wyman.Hettinger0@example.com,Jennie Veum, 4%,07.03.2022,28.07.2022,"4 313,34 €",deposit,GL3100743031068187,7.0.4,
,160,Task #161,"Schiller, Buckridge and Dickinson",Web,New Caledonia,Colt_Lowe@example.org,John Kemmer, 81%,26.02.2022,21.07.2022,"6 083,12 €",deposit,MK143107SF16Y6JEZ78,5.1.7,
,161,Task #162,Feeney Inc,Markets,France,Mackenzie.Stroman@example.org,Leslie Ritchie, 55%,11.05.2022,30.09.2022,"1 334,85 €",withdrawal,JO20ONXI6086385061007770050049,0.6.6,
,162,Task #163,Glover and Sons,Identity,Guam,Susanna_Beatty@example.com,Wilma Yost, 78%,05.05.2022,22.08.2022,"9 794,92 €",payment,VG8110202656938910303936,6.8.2,
,163,Task #164,"Bergstrom, Swaniawski and Blick",Markets,Aruba,Trystan86@example.net,Margaret Hintz, 62%,17.05.2022,02.10.2022,"8 527,04 €",deposit,BA110094480093012088,1.5.4,
,164,Task #165,"White, Paucek and Langworth",Mobility,Guatemala,Haylie42@example.org,Mr. Nicolas Sauer, 58%,01.04.2022,29.07.2022,"9 775,42 €",invoice,KW62QVOD574814762735541U237536,6.7.7,
,165,Task #166,Abbott - Kunze,Research,Bosnia and Herzegovina,Providenci_Howell27@example.net,Becky Huel, 82%,13.06.2022,12.07.2022,"4 795,82 €",invoice,AD6761057195W99527385R3J,1.4.4,
,166,Task #167,"Murphy, Wilkinson and Abshire",Division,Sao Tome and Principe,Violet_Runte@example.net,Nadine Keeling, 91%,04.04.2022,23.06.2022,"741,96 €",withdrawal,KW50TUFR116519704240969152ID31,9.2.7,
,167,Task #168,Kohler Inc,Research,Romania,Gene.Haag@example.org,Willard Pagac, 27%,14.04.2022,22.07.2022,"3 517,84 €",invoice,CZ3560850909982599948009,3.1.2,
,168,Task #169,Treutel Inc,Configuration,Bouvet Island (Bouvetoya),Myrtis.Beahan47@example.net,Mr. Mary Kozey, 44%,15.03.2022,23.07.2022,"6 831,96 €",withdrawal,TL743364750136064207156,6.0.0,
,169,Task #170,Roob Group,Program,Tajikistan,Melyna42@example.net,Wilson Gerhold, 59%,01.05.2022,03.07.2022,"6 108,93 €",invoice,MR8815200609120142089637364,2.5.6,
,170,Task #171,"Lehner, Rolfson and Jacobs",Security,Sri Lanka,Lora_Hane37@example.com,Mrs. Elijah Bailey, 91%,24.02.2022,14.07.2022,"8 041,67 €",withdrawal,ES5293700801602908871337,6.2.3,
,171,Task #172,"Rowe, Harber and Schultz",Assurance,United Arab Emirates,Juanita.Ledner77@example.org,Robyn Lockman, 55%,20.05.2022,13.09.2022,"4 625,11 €",invoice,IT63H005895881854S37719P342,7.2.4,
,172,Task #173,"Fay, Schoen and Berge",Optimization,Kuwait,Hal45@example.net,Pat Hintz, 56%,29.03.2022,24.06.2022,"3 222,65 €",payment,BR1752900830007059104950608U0,2.3.3,
,173,Task #174,Romaguera - Hudson,Solutions,Saint Pierre and Miquelon,Virgie_Schowalter33@example.net,Orlando Daniel, 62%,28.02.2022,04.07.2022,"5 562,94 €",withdrawal,IL937300121120394067849,3.9.8,
,174,Task #175,Cole - Upton,Branding,Spain,Jedediah_Mann0@example.com,Ms. Jake Mills, 29%,30.03.2022,15.08.2022,"5 359,58 €",withdrawal,JO18GEFZ9278000920308350302922,7.6.7,
,175,Task #176,"Hilpert, Bosco and Schumm",Infrastructure,Pitcairn Islands,Adalberto_Tromp@example.org,Kim Deckow, 67%,08.05.2022,23.09.2022,"2 903,12 €",deposit,CY09510650018450713191498252,3.2.8,
,176,Task #177,"Heidenreich, Rohan and Hagenes",Division,Nepal,Antonio_Runolfsson@example.com,Francisco West PhD, 96%,19.05.2022,06.07.2022,"7 553,67 €",invoice,GT770457M76598DA7T382P914117,9.2.4,
,177,Task #178,Rice Inc,Quality,Tajikistan,Jovany.Wintheiser74@example.com,Joanne Ledner, 27%,04.04.2022,30.07.2022,"2 283,98 €",deposit,RS85125950090504370076,8.1.0,
,178,Task #179,D'Amore - Gusikowski,Applications,Peru,Khalil34@example.com,Cecil Dooley, 32%,12.05.2022,28.08.2022,"6 116,40 €",withdrawal,CR67508697004226090057,8.0.4,
,179,Task #180,"Howe, Torp and Jacobi",Operations,Spain,Leo.Howell36@example.net,Lewis Hilpert, 60%,12.04.2022,02.09.2022,"9 601,97 €",deposit,AL8942240081903926640831W892,5.7.2,
,180,Task #181,Tillman Group,Accounts,Croatia,Zola99@example.org,Megan Mohr, 65%,26.02.2022,08.10.2022,"1 454,25 €",invoice,GE46PT0050168260106858,4.3.2,
,181,Task #182,Jast - Schmidt,Identity,Faroe Islands,Clinton.Hahn93@example.com,Toni VonRueden, 97%,29.05.2022,02.09.2022,"3 766,83 €",invoice,EE090528590905006544,5.8.4,
,182,Task #183,"Braun, Graham and Lockman",Response,Niger,Charlene84@example.org,Alberto Schuppe, 76%,19.03.2022,21.06.2022,"3 336,83 €",payment,MT83MFSM65006XQS917523280480221,2.9.2,
,183,Task #184,Morissette - Pfeffer,Tactics,Denmark,Jaren22@example.net,Tabitha Bode, 60%,23.05.2022,02.07.2022,"7 434,03 €",withdrawal,BH81DEGC4737D106199331,0.2.1,
,184,Task #185,Williamson Inc,Brand,Mexico,Alanis26@example.org,Shane Bradtke II, 34%,19.03.2022,27.08.2022,"6 953,47 €",payment,MT56HQPK5803646610A31XC3R18535Y,7.4.7,
,185,Task #186,Ward - Collier,Configuration,Sri Lanka,Fredy_Rowe71@example.net,Stephen Nikolaus, 3%,08.05.2022,02.07.2022,"6 420,10 €",invoice,QA51ETTZ39P126941302129S9D727,8.8.8,
,186,Task #187,Waters Group,Integration,Netherlands,Jon23@example.net,Bradley Cormier, 82%,12.04.2022,28.09.2022,"5 225,81 €",payment,AZ72GLSU02704379887061161002,1.6.3,
,187,Task #188,Baumbach - West,Branding,Costa Rica,Fidel31@example.net,Walter Beer, 10%,24.03.2022,05.09.2022,"2 948,04 €",withdrawal,SA850608136IW06RW098U4R3,3.2.5,
,188,Task #189,"Stamm, Cummerata and Shanahan",Functionality,Suriname,Summer_Crooks@example.org,Harry Robel IV, 28%,27.03.2022,19.09.2022,"7 316,60 €",withdrawal,MC299089528370325K7H6446729,0.5.4,
,189,Task #190,"Hackett, Rice and Nitzsche",Markets,Bolivia,General71@example.org,Nathaniel Ondricka, 28%,26.05.2022,29.07.2022,"7 509,27 €",withdrawal,ME06002044004968854190,9.1.0,
,190,Task #191,Ruecker LLC,Interactions,Barbados,Ebba.Fay80@example.com,Ms. Olga Erdman, 58%,25.04.2022,17.08.2022,"6 292,50 €",payment,KZ63457GSQ08RM6OUT0Z,3.7.7,
,191,Task #192,"Lakin, Marks and O'Hara",Infrastructure,Malta,Mya.Monahan@example.org,Marco Stroman, 54%,03.03.2022,13.09.2022,"3 325,12 €",withdrawal,MT85LSTI647788586B222919XH634M6,8.7.4,
,192,Task #193,"Schaefer, Herzog and Toy",Interactions,Egypt,Dahlia_Boyer61@example.org,Melba O'Conner DVM, 43%,13.05.2022,03.07.2022,"1 251,06 €",invoice,AZ65CZEI08040600490059092687,5.2.3,
,193,Task #194,Carroll - Jenkins,Applications,Honduras,Hillard9@example.org,Mrs. Salvatore Schuster, 95%,05.03.2022,05.09.2022,"6 197,09 €",invoice,GI79VZOVZ2YF165930L7EBS,4.2.7,
,194,Task #195,Schoen Inc,Paradigm,Bolivia,Darius_Quitzon47@example.com,Ms. Myron Green, 51%,09.03.2022,05.10.2022,"1 270,47 €",deposit,KW47BWPB6116761K83N710801563M3,9.6.1,
,195,Task #196,Bode LLC,Tactics,Kuwait,Roscoe.Cruickshank43@example.com,Bruce Davis, 72%,21.03.2022,11.07.2022,"10 448,38 €",withdrawal,BH37OYPB0359897Q06K9N3,3.6.0,
,196,Task #197,Cole and Sons,Response,Macao,Ryleigh_Zulauf@example.org,Ms. Ruby Toy, 33%,15.05.2022,07.08.2022,"4 598,05 €",payment,VG1100W41200804792263893,2.7.1,
,197,Task #198,Huel and Sons,Usability,Kazakhstan,Anastacio90@example.org,Ronnie Schiller, 1%,04.06.2022,19.07.2022,"6 822,96 €",withdrawal,AE950790050533609024003,9.8.3,
,198,Task #199,Gusikowski LLC,Assurance,Madagascar,Jerad.Tromp@example.net,Kelley Ankunding, 54%,25.05.2022,07.09.2022,"2 452,78 €",withdrawal,GT419662493484433027463E1162,4.2.1,
,199,Task #200,Wisozk - Huels,Branding,Republic of Korea,Eli55@example.com,Kay Anderson, 7%,26.05.2022,14.08.2022,"6 108,60 €",payment,VG419D758850030495554268,7.2.7,
,200,Task #201,"Hessel, Robel and O'Hara",Intranet,Nicaragua,Larue.Kuvalis9@example.org,Bruce Wisoky, 24%,17.05.2022,14.08.2022,"1 814,57 €",withdrawal,HR8746750060200910052,2.5.4,
,201,Task #202,Rodriguez - Emard,Research,Monaco,Brook35@example.net,Rene Shanahan, 83%,05.06.2022,10.10.2022,"9 335,55 €",invoice,DK5690050025443006,3.6.3,
,202,Task #203,"Leffler, Mante and Orn",Security,Yemen,Wyman9@example.net,Mrs. Margarita Nienow, 53%,02.05.2022,18.07.2022,"10 163,63 €",withdrawal,IS236106140420793075551404,5.7.5,
,203,Task #204,Hauck Inc,Usability,Taiwan,Cielo48@example.com,Ms. Keith Wolf, 1%,04.06.2022,05.07.2022,"7 732,30 €",invoice,BE15985800170264,6.9.5,
,204,Task #205,Beer - Mayert,Integration,Heard Island and McDonald Islands,Lucio99@example.com,Suzanne Toy, 25%,16.06.2022,20.06.2022,"2 288,27 €",invoice,XK226056804360603358,5.1.0,
,205,Task #206,Hand - Beahan,Mobility,Sri Lanka,Davon_Heaney54@example.com,Stephanie Swift, 87%,13.04.2022,09.07.2022,"6 469,29 €",invoice,AL4806040736ZY8D7476904F591C,0.1.5,
,206,Task #207,Romaguera LLC,Solutions,Nepal,Jarrett87@example.org,Lee Roob, 40%,04.03.2022,26.06.2022,"4 491,65 €",payment,GI49VYNKJ821801615405O2,4.9.2,
,207,Task #208,Durgan and Sons,Directives,Monaco,Lonie98@example.org,Milton Farrell DVM, 40%,19.05.2022,03.09.2022,"5 127,73 €",withdrawal,BE74451106709817,9.9.3,
,208,Task #209,Zboncak Group,Intranet,United Kingdom,Makenzie.Treutel95@example.net,Peter Zulauf, 10%,29.05.2022,10.08.2022,"3 338,91 €",deposit,KZ22178506980R87EX06,0.6.8,
,209,Task #210,"Franecki, Streich and Hauck",Branding,Venezuela,Freeman15@example.net,Sheryl Yundt, 29%,07.05.2022,03.10.2022,"4 827,98 €",withdrawal,MU05KJXN1616231011107028001ZJU,3.7.8,
,210,Task #211,Nicolas - Bosco,Paradigm,Nepal,Troy_Hermiston61@example.org,Inez Bins, 37%,21.03.2022,28.09.2022,"7 989,85 €",payment,AZ57TEIP00634906045500450060,8.4.8,
,211,Task #212,"Tillman, Welch and Wisoky",Directives,Romania,Zaria56@example.com,Kelly Kuvalis, 16%,21.03.2022,01.08.2022,"9 446,38 €",payment,MK21435820N158U7W04,2.2.5,
,212,Task #213,Schneider and Sons,Implementation,Panama,Kelli.Jast2@example.com,Gene Harris, 86%,10.05.2022,05.10.2022,"7 435,64 €",withdrawal,EE527739128003094816,8.8.9,
,213,Task #214,Rosenbaum Inc,Infrastructure,Bhutan,Rowan.Haley@example.net,Carl Collier, 12%,25.05.2022,31.08.2022,"6 284,59 €",payment,AE401610925633054979472,8.1.4,
,214,Task #215,Kilback LLC,Response,Heard Island and McDonald Islands,Alf.Dietrich@example.net,Kerry Gorczany Jr., 16%,27.04.2022,06.07.2022,"7 936,72 €",deposit,MT85GUMV0400870W330181317686R35,2.1.6,
,215,Task #216,Lueilwitz - Lehner,Creative,Republic of Korea,Abigale.Torphy48@example.com,Melvin Block, 49%,06.05.2022,10.10.2022,"6 176,09 €",withdrawal,LI2850576509Z7309465F,9.4.5,
,216,Task #217,Hagenes - Pfeffer,Assurance,French Polynesia,Aron.Lehner@example.org,Miss Ervin Auer, 64%,25.02.2022,04.08.2022,"4 705,56 €",deposit,MT52CUVZ770171098588SR499421M22,8.6.9,
,217,Task #218,Kihn - Lynch,Division,France,Shanie62@example.com,Dr. Yvonne Marks, 30%,27.03.2022,25.06.2022,"8 625,02 €",deposit,SE0700237209039209230938,0.3.6,
,218,Task #219,"Funk, Bartoletti and Hahn",Identity,Philippines,Jessy.Abernathy@example.net,Brendan Zboncak, 26%,25.03.2022,01.08.2022,"10 506,66 €",withdrawal,FI6660085104300428,8.2.8,
,219,Task #220,Kozey - Huels,Assurance,Antarctica (the territory South of 60 deg S),Gail_Mann@example.com,Lydia Erdman, 15%,11.04.2022,03.10.2022,"10 182,97 €",payment,SK5265001040841002050011,6.2.6,
,220,Task #221,"Cormier, Jaskolski and Leuschke",Mobility,Venezuela,Lambert.Miller60@example.net,Lela Schneider, 39%,09.05.2022,30.09.2022,"2 124,50 €",payment,DE41104600973001490453,7.3.9,
,221,Task #222,Armstrong - Towne,Applications,Benin,Kristian_Jast@example.net,Mr. Henry Jakubowski, 28%,16.04.2022,04.07.2022,"6 541,49 €",invoice,MC8978500046442094367843E08,4.4.4,
,222,Task #223,Schoen Group,Intranet,Colombia,Ardith.Russel59@example.com,Monica Padberg, 90%,04.03.2022,17.06.2022,"6 409,44 €",payment,LB6488202T6959052464D41236SE,9.0.1,
,223,Task #224,Hettinger LLC,Tactics,Bouvet Island (Bouvetoya),Nora.Leuschke49@example.org,Justin Hamill, 16%,09.03.2022,22.07.2022,"6 458,31 €",payment,DE73108005070877001145,1.5.2,
,224,Task #225,Johnston - Hills,Group,Sri Lanka,Laurine_Powlowski@example.org,Minnie Turcotte, 26%,24.03.2022,17.07.2022,"8 539,45 €",payment,IE66Z24400280496800526,4.3.6,
,225,Task #226,"Goodwin, Gerlach and Lueilwitz",Solutions,Cote d'Ivoire,Ahmed_Breitenberg@example.net,Deborah Ratke, 73%,17.03.2022,13.08.2022,"6 308,35 €",deposit,SE3400520016013680334359,5.0.5,
,226,Task #227,Jacobi Inc,Implementation,United Arab Emirates,Filomena.Hoeger47@example.com,Micheal Farrell, 76%,23.05.2022,24.06.2022,"3 287,14 €",deposit,GR3728025161M075D0V01HZ043D,5.6.0,
,227,Task #228,Turcotte - Senger,Infrastructure,Kiribati,Thurman_Kutch@example.net,Ms. Laverne Johnson, 53%,07.03.2022,28.06.2022,"1 260,99 €",withdrawal,SE3500400539007009367511,8.6.1,
,228,Task #229,O'Reilly Group,Operations,Senegal,Pierre_Hauck@example.org,Dwayne Dibbert, 3%,25.02.2022,28.06.2022,"6 287,51 €",deposit,MK72053573340H18831,4.8.1,
,229,Task #230,Baumbach and Sons,Group,Mauritania,Zack_Casper4@example.org,Mathew Wunsch, 98%,13.06.2022,28.07.2022,"8 024,89 €",invoice,QA24PNWE61FY4666631734T375442,1.9.5,
,230,Task #231,"McGlynn, Dach and Bailey",Operations,Serbia,Ignacio.Jerde@example.org,Ms. Otis Ebert, 16%,15.04.2022,19.06.2022,"4 199,52 €",withdrawal,ME44079004009860316146,5.2.6,
,231,Task #232,Yost - Quigley,Markets,Luxembourg,Jason_Torphy@example.org,Catherine Medhurst II, 90%,17.04.2022,09.08.2022,"4 163,08 €",deposit,AD10449003813L1253OZ4367,2.1.2,
,232,Task #233,Koepp LLC,Communications,Republic of Korea,Juwan_Moen@example.org,Elbert Williamson, 80%,25.02.2022,04.10.2022,"8 979,53 €",invoice,MU95PCHZ8069555228300740091FNC,4.0.2,
,233,Task #234,Rempel - Kunde,Mobility,French Polynesia,Kiel.Johnson@example.org,Raquel Carter IV, 88%,10.06.2022,15.07.2022,"1 550,48 €",withdrawal,CH17300434793641Z6306,2.6.8,
,234,Task #235,Kunde LLC,Integration,Sweden,Charley.OConnell@example.net,Brittany Turner, 70%,14.05.2022,26.06.2022,"9 218,34 €",payment,SI72681090290042849,5.9.9,
,235,Task #236,Hettinger Group,Branding,Hungary,Griffin77@example.net,Nicole Morissette, 16%,15.05.2022,20.06.2022,"944,12 €",deposit,GE35RJ3100308302830058,8.3.0,
,236,Task #237,"Champlin, Renner and Stehr",Communications,Iraq,Lucienne.Reichert98@example.org,Gerald Erdman, 59%,20.03.2022,25.06.2022,"5 306,81 €",payment,NL51ZTVU6502069009,1.7.3,
,237,Task #238,Baumbach Group,Markets,Trinidad and Tobago,Gardner54@example.com,Julio Mertz, 55%,22.04.2022,13.08.2022,"8 564,41 €",withdrawal,BR0208089204108652000900545WT,6.8.4,
,238,Task #239,Kling Inc,Web,Sierra Leone,Kiarra_Ritchie1@example.net,Alvin Schuster, 24%,10.05.2022,02.09.2022,"7 274,65 €",withdrawal,LV12DHXG0371C3939RV77,8.8.0,
,239,Task #240,Wintheiser Inc,Usability,Congo,Elsa.Bogan@example.com,Brandy Runte, 28%,14.03.2022,19.09.2022,"5 500,95 €",withdrawal,GR526010034925518275J1D3U66,2.5.0,
,240,Task #241,"Bradtke, Kuhlman and Harber",Data,Central African Republic,Carolyn_Jacobi3@example.org,Ms. Tony Conroy, 4%,20.04.2022,02.10.2022,"2 181,21 €",withdrawal,AD630600360169I8281E7033,9.4.2,
,241,Task #242,"Kemmer, Raynor and Roob",Paradigm,Saint Kitts and Nevis,Adrian_Beier@example.org,Willis Purdy, 84%,30.03.2022,23.06.2022,"4 904,91 €",withdrawal,MC8000810110290F306B8T65797,2.7.4,
,242,Task #243,Lindgren Inc,Integration,Vietnam,Eladio_Huels74@example.org,Kent Rolfson, 29%,22.02.2022,06.10.2022,"4 654,90 €",payment,NO9750060085669,5.5.7,
,243,Task #244,Cummings LLC,Implementation,Denmark,Macy.Jacobson64@example.com,Rhonda Watsica, 2%,11.05.2022,20.08.2022,"5 667,79 €",withdrawal,PS203816009006790500180689783,6.6.8,
,244,Task #245,Frami and Sons,Metrics,Pitcairn Islands,Scot_Fay23@example.com,Ira Schuppe, 62%,26.04.2022,21.06.2022,"8 017,38 €",invoice,AD7365610935398S22407A29,3.3.7,
,245,Task #246,"Fisher, Zieme and Mueller",Intranet,Aruba,Aletha.Brekke@example.com,Edward Hayes, 42%,13.04.2022,06.09.2022,"1 596,77 €",payment,DE27990625215511807004,9.3.4,
,246,Task #247,Sanford Group,Accountability,Vietnam,Mose_Wiza@example.org,Lowell Quigley, 88%,26.05.2022,03.07.2022,"2 010,53 €",withdrawal,GT276249974260Q23N59634713M3,1.4.7,
,247,Task #248,Heller - Monahan,Usability,Rwanda,Kelsi94@example.org,Levi Russel, 79%,21.03.2022,17.09.2022,"3 724,26 €",payment,CY031108495334170733E88837V4,3.2.8,
